WORD,Val,Val_sd,joy,joy_sd,anger,anger_sd,sadness,sadness_sd,fear,fear_sd,disgust,disgust_sd
schminke,"1,05","1,25","2,7143","1,45405836","1,1905","0,5118",1,0,1,0,"1,381","0,669"
schmuck,"1,3","0,67494856","3,381","1,59612626","1,0476","0,2182",1,0,1,0,1,0
schmutz,"-1,1","0,73786479","1,1905","0,87287156","2,4762","1,2891","1,3333","0,7958","1,2381","0,7003","2,8095","1,3274"
schnaps,0,"0,94280904","1,9048","1,17918454","1,4286","0,7464","1,0476","0,2182","1,3333","0,7303","2,1429","1,526"
schnecke,"-0,36","1,33","1,8571","1,27615494","1,3333","0,9129","1,0952","0,3008","1,0476","0,2182","2,0476","1,431"
schnee,"1,76470588","1,12973109","3,381","1,35927151","1,4286","0,6761","1,0952","0,3008","1,3333","0,5774","1,1905","0,4024"
schock,"-1,8","0,63245553",1,0,"2,1905","1,2891","1,9524","1,2836","3,1905","1,569","1,0952","0,3008"
schonung,"0,7","1,49443412","2,45","1,14593102","1,15","0,4894","1,15","0,3663","1,1","0,3078","1,05","0,2236"
schrank,"0,27","1,24","1,35","0,67082039","1,1","0,3078",1,0,"1,05","0,2236",1,0
schraube,0,"0,69","1,2857","0,71713717","1,1429","0,4781",1,0,"1,0476","0,2182","1,0476","0,2182"
schreck,"-1,6","0,6992059","1,35","0,933302","1,85","0,8751","1,3","0,5712","2,75","1,2513","1,05","0,2236"
schrei,"-1,6","1,17378779","1,2381","0,88908728","2,5714","1,165","1,8571","1,0142","3,1429","1,5584","1,2381","0,6249"
schritt,"0,91176471","0,96507645","1,6667","1,15470054",1,0,1,0,"1,1429","0,3586","1,2857","0,9562"
schroff,"-1,5","0,70710678","1,2381","0,70034005","2,5238","0,9808","1,2381","0,6249","1,8571","1,0142","1,1905","0,5118"
schrott,"-1,2","0,91893658","1,2857","0,78376381","2,2857","1,2306","1,1905","0,4024","1,1905","0,4024","1,7143","1,1019"
schuft,"-1,5","0,70710678","1,0455","0,21320072","2,7727","1,3778","1,2273","0,6853","1,4091","0,7341","1,1818","0,6645"
schuh,1,"1,15","2,0909","1,34196341","1,1364","0,4676","1,1364","0,6396",1,0,"1,1364","0,3513"
schuld,"-1,7","0,48304589",1,0,"2,3636","1,177","2,3636","1,4325","2,3182","1,2868","1,1818","0,5011"
schule,"0,25","1,2513151","2,1818","0,85280287","1,6364","0,9021","1,3182","0,5679","1,5","0,8591","1,1364","0,4676"
schurke,"-1,9","0,73786479","1,2381","0,53895843","2,5238","1,2091","1,0476","0,2182","1,6667","1,0165","1,1905","0,8729"
schÃ¼rze,"-0,64","1,53","1,381","0,80474782","1,0476","0,2182","1,0476","0,2182","1,0476","0,2182","1,4762","1,0305"
schutt,"-1,2","0,78881064",1,0,"1,95","1,191","1,45","0,7592","1,5","0,6882","1,55","0,6863"
schutz,"1,7","0,67494856","2,4545","1,43849368",1,0,"1,0909","0,2942","1,6818","0,9455",1,0
schwÃ¤che,"-0,8529412","1,39549824","1,2381","0,53895843","2,4286","1,2873","1,9524","1,0235","2,619","1,117","1,2857","0,5606"
schwamm,"0,14","0,89","1,381","0,74001287","1,0952","0,4364",1,0,"1,0952","0,4364","1,8095","1,1233"
schwan,"1,09","1,63","3,3636","1,39882449","1,0455","0,2132","1,0455","0,2132","1,1818","0,3948","1,0455","0,2132"
schwein,"0,59","1,44","1,9524","1,16086995","1,5238","1,0305","1,0476","0,2182","1,1429","0,4781",2,"1,2649"
schwert,"-0,82","1,56","1,4","1,09544512","1,4","0,8208","1,1","0,3078","1,9","1,0208","1,15","0,3663"
schwur,0,"0,94280904","1,7273","1,03195691","1,3636","0,5811","1,2273","0,5284","1,4091","0,8541","1,1364","0,4676"
seele,"1,8","0,89442719","3,0417","1,3344651","1,1667","0,5647","1,625","0,9696","1,625","0,9696","1,2083","0,509"
seenot,"-2,1","0,78806893",1,0,"1,8095","1,167","2,3333","1,5275","3,4286","1,5991","1,2857","0,7171"
seereise,"1,5","0,52704628","2,9524","1,59612626","1,1429","0,3586","1,2857","0,7838","1,9524","1,2032","1,1905","0,6016"
seerose,"1,6","0,96609178","3,5714","1,20712172",1,0,"1,1429","0,4781",1,0,"1,0476","0,2182"
segel,"1,3","0,92338052","2,6","1,3540064","1,24","0,5972","1,28","0,6137","1,6","0,866","1,12","0,4397"
segen,"1,6","1,27320565","3,2609","1,3888318","1,1739","0,491","1,1739","0,5762","1,1304","0,4577","1,1304","0,4577"
seher,"0,35","0,933302","1,8261","1,15412989","1,4783","0,7305","1,3043","0,635","1,6522","0,9346","1,1304","0,3444"
sehne,"-0,1","0,64072328","1,1818","0,50108108","1,2727","0,6311","1,1364","0,4676","1,1818","0,5011","1,7273","0,9351"
seide,"1,65","0,8127277","3,2917","1,51741103","1,2083","0,7211","1,2083","0,5882","1,1667","0,4815","1,25","0,6079"
seife,"0,7","0,80131471","2,5","1,37147817",1,0,"1,0455","0,2132",1,0,"1,0909","0,2942"
seil,"0,18","1,05","1,9091","1,1509454","1,3636","0,658","1,0909","0,4264","1,5455","0,9117","1,1364","0,3513"
seite,"0,25","0,44426166","1,7083","0,95458467","1,0417","0,2041","1,1667","0,4815","1,0833","0,2823",1,0
sekt,"1,2","1,13529242","2,9","1,16528741","1,35","0,7452","1,1","0,3078","1,05","0,2236","1,5","0,7609"
sekte,"-2,2","0,95145318","1,1667","0,5646597","3,1667","1,3077","1,7917","1,1413",3,"1,4744","2,4583","1,3507"
senat,"0,1","0,85224163","1,5652","1,03686972",2,"1,1677","1,3043","0,8221","1,3043","0,8221","1,3478","0,7141"
sense,"-0,9","1,41048704","1,6087","1,07615183","1,6522","0,8847","1,6087","0,8388","2,6087","1,6164","1,5652","1,0798"
serbe,"-0,45","0,82557795","1,1818","0,58848989","1,2727","0,5505","1,0909","0,2942","1,2273","0,5284","1,2273","0,8691"
sessel,"1,4","0,82078268","2,7143","1,18923745","1,0952","0,4364",1,0,1,0,"1,0952","0,4364"
seuche,"-2,5","0,97182532",1,0,"2,0909","1,1916","2,1364","1,5521","3,3636","1,5289","3,3182","1,7832"
sichel,"-0,55","1,23437604","1,2727","0,76729694","1,5","0,9129","1,2273","0,6853",2,"1,069","1,1364","0,3513"
sieb,"0,36","0,85","1,7","1,1742859","1,3","0,7327","1,3","0,8013","1,2","0,5231","1,1","0,3078"
sieg,"2,2","0,63245553","3,4348","1,47173636",2,"1,2792","1,6522","1,0273",2,"1,0871","1,2609","0,6887"
siegel,"0,7","0,97872097","1,4286","1,07570575","1,0476","0,2182","1,0476","0,2182",1,0,1,0
sieger,"1,75","0,7163504","3,1818","1,36752692","1,2727","0,5505","1,0909","0,2942","1,2273","0,4289",1,0
siesta,"1,9","0,87559504","3,5238","1,36451631",1,0,1,0,1,0,"1,1429","0,6547"
silbe,"0,15","0,48936048","1,4545","0,96250035","1,2273","0,6119","1,1364","0,4676","1,1818","0,5011","1,1818","0,5011"
silber,"1,45","0,94451324","2,6667","1,15470054",1,0,"1,0952","0,3008",1,0,1,0
sinfonie,"1,1","1,28668394","3,1905","1,24976188","1,0476","0,2182","1,4762","0,9808","1,0476","0,2182",1,0
sinn,"1,8","1,03279556","2,8636","1,24577207","1,4091","0,6661","1,3636","0,658","1,7727","1,1098","1,1818","0,6645"
sintflut,"-1,7","0,8232726","1,0952","0,3007926","1,7619","0,9952","2,2381","1,6403","2,8095","1,504","1,1429","0,3586"
sippe,"-0,5","0,84983659","1,3636","0,84771146","2,0909","1,342","1,3182","0,9455","1,4091","0,9591","1,5455","1,0108"
sirup,"0,85","1,08942283","2,1739","1,11404969","1,1739","0,5762","1,087","0,417","1,087","0,417","1,8261","1,1929"
sitte,"-0,15","1,30887658","1,5","0,97801929","1,5833","0,9743","1,2917","0,9079","1,2083","0,5882","1,375","1,0135"
sitzung,"-0,3823529","1,01547737","1,55","1,14593102","1,4","0,8208",1,0,"1,25","0,5501","1,05","0,2236"
skalpell,"-1,1","0,73786479","1,2","0,61558701","1,15","0,3663","1,3","0,8013","2,8","1,3611",2,"1,214"
skandal,"-1,3","1,05934991","1,4","0,99472292","2,5","1,1921","1,15","0,4894","1,7","0,8013","1,25","0,9105"
skat,0,"0,66666667","1,6","1,04629673","1,4","0,8208","1,05","0,2236","1,15","0,4894","1,2","0,8944"
skelett,"-0,3","1,33749351",1,0,"1,1905","0,5118","1,2381","0,4364","1,9048","1,2209","2,4762","1,4007"
skepsis,"-0,7","0,67494856","1,25","0,63866637","1,8","1,0052","1,4","0,6806","1,75","0,9105","1,25","0,7164"
sklave,"-2,2","1,00524938","1,2","0,69585237","3,65","1,5985","2,75","1,6819","2,2","1,5079","1,55","0,9987"
sklavin,"-1,7","1,49443412","1,1905","0,60158521","3,1905","1,3645","2,1429","1,3522","1,6667","1,1106","1,7143","0,9024"
skorpion,"-0,4","1,17378779","1,4","0,75393703","1,2","0,5231","1,05","0,2236","2,8","1,2397","2,3","1,5252"
skrupel,"-0,2","1,22927259","1,15","0,48936048","2,1","1,1192","1,5",1,"1,75","1,0195","1,1","0,3078"
smaragd,"1,8","0,63245553","3,3333","1,49443412",1,0,1,0,1,0,1,0
snob,"-1,4","0,84327404","1,1","0,30779351","3,25","1,3328","1,55","0,9445","1,5","0,9459","2,55","1,5035"
sodom,"-1,2","1,36111409","1,5","1,02150784","1,6667","1,1293","1,5833","0,7755","1,6667","0,8681",2,"1,2511"
sofa,"1,4","0,96609178","3,2857","1,18923745","1,0952","0,3008",1,0,1,0,"1,381","0,9735"
sohle,0,"0,72547625","1,2727","0,76729694","1,1364","0,4676",1,0,1,0,"1,3182","0,5679"
sohn,"1,32352941","1,06516717","2,85","1,34848843","1,4","0,7539","1,35","0,9333","1,7","1,1286",1,0
soldat,"-1,5","0,84983659","1,3182","0,83872713","2,9091","1,4111",2,"1,1127","2,4091","1,2596","1,4091","0,7964"
solist,"1,25","1,01954582","2,381","1,28359614","1,0952","0,3008","1,2381","0,4364","1,3333","0,5774","1,0476","0,2182"
sommer,"2,5","0,6882472","4,381","1,11696869","1,0952","0,3008","1,0476","0,2182",1,0,"1,0476","0,2182"
sonne,"2,6","0,59824304","4,4762","0,74960307","1,0952","0,4364","1,0476","0,2182","1,0952","0,3008","1,0476","0,2182"
sonntag,"1,5","1,08012345","3,6","1,31389337","1,15","0,3663","1,15","0,3663",1,0,1,0
sorge,"-1,7","1,21828179","1,0909","0,42640143","2,3636","1,3644","2,5","1,2247","3,0909","1,1916","1,1364","0,4676"
sorgen,"-0,6176471","1,66996109","1,0476","0,21821789","2,2381","1,1792","2,7143","1,3836","3,1429","1,526","1,0952","0,3008"
sorgfalt,"1,4","1,0749677","2,8571","1,31475147","1,1905","0,5118","1,0952","0,3008","1,1429","0,4781",1,0
sorte,"0,4","0,50262469","1,6364","1,00216216","1,1818","0,5885","1,0909","0,4264","1,0909","0,4264","1,1364","0,4676"
souvenir,"1,1","0,73786479","2,9524","1,24403338","1,1905","0,4024","1,2857","0,6437","1,0952","0,4364","1,0476","0,2182"
spannung,"0,8","1,22927259","2,35","1,38696943","1,7","0,9787","1,2","0,4104",2,"1,1698","1,2","0,5231"
spargel,"1,41","1,3","2,381","1,32197543",1,0,1,0,"1,0476","0,2182","1,8095","1,2891"
spaß,"2,32352941","0,68404272","4,2381","1,2208506","1,381","0,8646","1,3333","0,9129","1,1905","0,5118","1,2381","0,8891"
spende,"0,75","1,48235233","2,8182","1,25873571","1,1818","0,3948","1,1364","0,3513","1,0909","0,2942",1,0
spesen,"0,25","1,33278497","1,5","0,96362411","1,6364","0,9535","1,0455","0,2132","1,0455","0,2132","1,0909","0,4264"
spezial,"0,9","0,88","2,0952","1,13599128","1,0952","0,4364",1,0,1,0,"1,0476","0,2182"
spiegel,"0,86","1,08","2,4286","1,4687215","1,4762","0,7496","1,1429","0,4781","1,2381","0,539","1,0476","0,2182"
spiel,"1,4","0,96609178","3,4348","1,44052033","1,4783","0,7903","1,0435","0,2085","1,087","0,2881","1,0435","0,2085"
spinne,"-0,85","1,46089374","1,0952","0,3007926","1,4286","0,8106","1,0952","0,3008","2,3333","1,3166","3,5238","1,4703"
spinner,-1,"1,15470054","1,65","1,26802789","2,05","1,0501","1,05","0,2236","1,2","0,4104",1,0
spion,"-0,55","1,31689427","1,7826","1,34693328","2,4348","1,3425","1,4783","1,0388","2,4783","1,1627","1,4783","0,9941"
spionage,"-1,6","0,84327404","1,2857","0,90237781","2,8571","1,3887","1,4286","0,9783","2,5238","1,3645","1,4762","1,2091"
spitzel,"-1,8","0,63245553","1,1429","0,65465367","3,3333","1,3904","1,381","0,9735","1,8571","1,3148","1,619","1,2032"
sport,"1,67647059","1,24852855","2,8696","1,39167485","1,7826","1,1264","1,087","0,417","1,3043","0,635","1,3478","0,7751"
spott,"-1,2","0,91893658","1,2857","0,95618289","3,381","1,117","2,1905","1,2498","2,2381","1,2209","1,9048","1,2209"
sprache,"1,73529412","1,05338771","2,7143","1,55379719","1,1429","0,4781","1,0476","0,2182","1,0952","0,3008",1,0
spritze,"-1,3","1,15950181","1,1905","0,87287156","1,5714","1,2479","1,1905","0,8729","2,4286","1,399","2,0476","1,322"
sprung,"0,38235294","1,1550864","2,2381","1,17918454","1,1905","0,6796","1,0952","0,3008","1,6667","0,8563",1,0
spuk,"-0,8","1,03279556","1,7619","1,09108945","1,4762","0,8729","1,2381","0,7003","2,5238","1,504","1,4762","0,9284"
spule,"0,1","0,71818485","1,3333","0,70196412","1,2083","0,5882","1,0833","0,4082","1,0833","0,4082","1,3333","0,7614"
staat,"-0,5294118","1,26095909","1,5833","0,92861124","2,375","1,3126","1,25","0,6079","1,625","1,1349","1,4583","0,8836"
stamm,"0,41","0,85","1,7391","1,21421098","1,1304","0,3444","1,2174","0,4217","1,2174","0,5997",1,0
stÃ¤rke,"1,79411765","0,97792023","2,7727","1,41191589","1,0455","0,2132",1,0,"1,2273","0,5284","1,0909","0,2942"
starre,"-1,3","1,1742859","1,1818","0,85280287","1,6364","0,9021","1,6364","1,0022","2,3182","1,2868","1,1818","0,6645"
stau,"-1,6","0,51639778","1,2","0,89442719","3,75","1,5174","1,45","1,099","1,95","1,1459","1,7","1,2607"
staub,-1,"0,47140452","1,375","0,96964808","2,1667","1,2394","1,1667","0,4815","1,0417","0,2041","2,0417","1,1602"
steak,"1,4","0,84327404","2,4286","1,53529895","1,4286","0,8701","1,2381","0,7003","1,1905","0,5118","2,2857","1,5538"
steg,"0,73","1,32","2,6364","1,29266998","1,1818","0,5011","1,2273","0,4289","2,0455","1,0901","1,1818","0,3948"
stein,"0,23","0,81","1,9565","1,46095426","1,4348","0,7878","1,4348","0,7878","1,3913","0,8913","1,087","0,417"
stelle,0,"0,55048188","1,4091","0,79636621","1,2273","0,4289","1,0909","0,2942","1,1818","0,3948","1,0455","0,2132"
stelze,"0,18","1,05","1,3636","0,78954203",1,0,"1,0455","0,2132","1,3636","0,658","1,2273","0,6119"
stempel,"-0,05",1,"1,5238","1,03048763","1,1905","0,6796",1,0,1,0,"1,1429","0,6547"
stereo,"0,9","0,99442893",2,"1,15470054","1,0909","0,2942",1,0,"1,0455","0,2132","1,0455","0,2132"
stern,1,"0,94280904","3,6522","1,40158014","1,087","0,417","1,3478","0,6473","1,1739","0,491","1,087","0,417"
steuer,-1,"1,52177182","1,0476","0,21821789","2,7143","1,4541","1,2857","0,9024","1,8095","1,0305","1,1429","0,4781"
stich,"-0,9","0,56764621","1,2174","0,67126216","2,4348","1,376","1,5217","1,0388","2,3913","1,4997","2,087","1,1246"
stiefel,"0,77","1,15","2,381","1,4309504","1,0476","0,2182",1,0,"1,0476","0,2182",1,0
stier,"-0,09","1,41","1,92","1,3820275","1,52","0,8718","1,28","0,7371","2,52","1,3577","1,32","0,6904"
stimmung,1,"1,05409255","2,5714","1,39897922","1,381","0,9735","1,5714","1,0757","1,4762","1,0305","1,0476","0,2182"
stolz,"0,5","1,74512307","3,1667","1,27404411","2,0417","1,1971","1,4167","1,018","1,6667","1,0901","1,375","0,9696"
storch,"0,68","1,49","2,8095","1,36451631",1,0,"1,0476","0,2182","1,0952","0,3008","1,0952","0,3008"
strafe,"-2,4","0,82078268",1,0,"2,85","1,1821","1,8","0,8335","2,35","1,268","1,15","0,3663"
straftat,"-2,2","0,78881064",1,0,"3,0952","1,4108","1,7143","1,347","2,381","1,2836","1,2381","0,539"
strand,"2,1","1,10050493","3,9524","1,56448683","1,0476","0,2182","1,0952","0,3008",1,0,"1,0476","0,2182"
strapaze,"-1,4","1,0749677","1,1905","0,51176632","2,7619","1,1792","1,3333","0,7958","1,6667","0,7958","1,1905","0,5118"
straße,"0,17647059","0,83377885","1,7143","1,05559733","1,1905","0,4024",1,0,"1,1905","0,5118","1,0952","0,4364"
strauß,"1,23529412","1,30404554","2,9545","1,55769282","1,0455","0,2132","1,0455","0,2132","1,0455","0,2132","1,0909","0,2942"
streich,"0,1","0,99442893","2,1429","1,27615494","1,9048","1,136","1,0952","0,3008","1,2381","0,4364",1,0
streik,"-0,8","0,91893658","1,3182","0,64633499","2,5","1,0579","1,1364","0,3513","1,3636","0,7267","1,0909","0,4264"
streit,"-2,2","0,63245553",1,0,"3,0476","1,244","2,4286","1,4343","2,381","1,4992","1,0476","0,2182"
strumpf,"0,45","1,22","1,75","1,11803399",1,0,"1,05","0,2236",1,0,"1,2","0,5231"
stube,"0,8","1,15165784","2,5","1,05785047","1,0455","0,2132","1,0455","0,2132","1,0455","0,2132","1,0909","0,4264"
stufe,"0,3","0,65694669","1,4545","1,01076457","1,2727","0,6311","1,1818","0,5011","1,3182","0,6463","1,0909","0,4264"
stuhl,"0,5","1,06","1,6818","1,08611863","1,1364","0,4676","1,1364","0,4676","1,0909","0,4264","1,2727","0,9351"
stunde,"0,25","0,96654567","1,3636","0,65795169","1,3182","0,7799","1,1364","0,3513","1,1364","0,3513",1,0
sturm,"-0,1","0,99442893","2,5909","1,59341176","1,5909","1,2212","1,1818","0,5885","2,3636","1,0931","1,0455","0,2132"
sturz,"-1,6","0,96609178","1,3043","0,926125","2,5217","1,3097","1,8696","1,2175","3,0435","1,3307","1,1739","0,3876"
stute,"0,95","0,82557795","2,8333","1,23944822","1,0417","0,2041","1,0833","0,2823","1,1667","0,3807","1,2083","0,509"
suche,"0,35","0,8127277","1,913","1,2399796","1,9565","1,0215","1,6957","0,974","2,0435","1,1473","1,087","0,417"
sucht,"-2,3","0,48304589","1,1818","0,85280287","2,8182","1,296","2,3182","1,2105","2,7727","1,2318","2,3636","1,4653"
sumpf,"-0,8","0,91893658","1,6087","1,11759199","1,3043","0,5588","1,3043","0,635","2,4348","1,273","2,5217","1,3774"
suppe,"0,6","1,27320565","2,44","1,32539302","1,12","0,4397","1,08","0,4",1,0,"1,2","0,4082"
symptom,"-1,2","0,91893658","1,3","0,92338052","1,4","0,8826","1,4","0,8208","2,2","1,105","1,15","0,3663"
szene,"0,25","0,91046547","1,7727","0,92230654","1,7273","1,1205","1,2273","0,5284","1,3636","0,7267","1,2273","0,6119"
tabak,"0,3","1,56702124","1,9091","1,41114917","2,4545","1,2994","1,2727","0,7673","1,4545","0,8004","2,5455","1,3355"
tablett,"0,23","1,02","1,5714","1,02817453",1,0,"1,1429","0,6547","1,0952","0,4364",1,0
tablette,"-1,32","1,13","1,1429","0,35856858","1,3333","0,7958","1,2857","0,7171","1,7143","1,0556","1,619","0,9207"
tadel,"-1,65","0,87509398","1,2917","0,90789612","3,1667","1,2394","1,875","1,0347","2,375","1,1726","1,4167","0,7173"
tafel,"0,2","0,69585237","1,7083","0,90789612","1,2917","0,6241","1,0833","0,4082","1,3333","0,8165","1,3333","0,9168"
tagung,"-0,5588235","0,92740029","1,4091","1,05375026","1,3636","0,5811","1,0455","0,2132","1,2273","0,4289","1,2727","0,8827"
taifun,"-1,25","1,55173926","1,2273","0,75162162",2,"1,2724","1,8182","1,3675","3,3636","1,4653","1,1818","0,3948"
taktik,"0,5","0,97182532","1,8636","0,83354976","1,5455","0,671","1,0909","0,2942","1,4091","0,5903",1,0
talent,"2,05","0,51041779","2,9524","1,24403338",1,0,"1,0952","0,3008","1,1429","0,3586",1,0
taler,"1,05","0,94451324","2,84","1,24766448","1,36","0,9522","1,24","0,8307","1,24","0,8307","1,12","0,3317"
tampon,"-0,68","1,7","1,2273","0,68534442","1,4091","0,7964","1,0455","0,2132","1,0909","0,2942","2,5","1,4058"
tandem,1,"1,35","1,619","0,80474782",1,0,1,0,"1,0952","0,4364","1,0952","0,4364"
tanne,"1,25","1,01954582","2,7391","1,65741835","1,1304","0,4577","1,2174","0,5997","1,087","0,417","1,1304","0,4577"
tante,"0,8","1,36111409","2,15","1,22581874","1,4","0,9403","1,4","0,9947","1,25","0,9105","1,2","0,8944"
tarif,"-0,6","1,18765581","1,28","0,73711148","2,08","1,0376","1,24","0,7234","1,36","0,8103","1,36","0,8103"
tarnung,"-0,5","0,97182532","1,3333","0,96609178","1,3333","0,5774","1,2381","0,7003","1,5714","0,9258","1,1429","0,3586"
tasche,"1,27","1,08","2,2","1,19648608","1,1","0,3078","1,05","0,2236",1,0,"1,05","0,2236"
tasse,"0,73","1,08","1,9583","1,3344651","1,0833","0,2823","1,125","0,4484",1,0,"1,0417","0,2041"
taste,"0,35","0,58714295","1,68","1,06926766","1,36","0,7","1,12","0,4397","1,08","0,4","1,24","0,5972"
tatort,-1,"1,21395396","1,5","1,10023921","2,15","1,268","2,1","1,3338","2,35","1,4609","1,4","0,9947"
tatsache,0,"0,92113237","1,381","0,74001287","1,2381","0,539","1,1905","0,5118","1,1429","0,4781","1,0952","0,4364"
taube,"0,75","1,1641577","2,375","1,46888008","1,625","1,0135","1,0833","0,2823","1,1667","0,637","2,2917","1,4289"
taufe,"0,95","1,35627198","2,5652","1,30822875","1,1304","0,4577","1,3043","0,7029","1,1739","0,491","1,1739","0,491"
taumel,"-0,1","1,02083557","1,55","0,75915465","1,4","0,6806","1,4","0,9947","1,75","1,1642","1,15","0,4894"
teddy,"1,77","1,41","3,375","1,24455335","1,1667","0,8165","1,5417","1,0206","1,2083","0,833",1,0
teil,"0,38235294","0,85332526","1,75","1,1641577","1,1","0,3078","1,05","0,2236","1,1","0,3078","1,05","0,2236"
telefon,"1,27","1,24","2,4286","1,32557265","1,1905","0,4024","1,0476","0,2182",1,0,1,0
teller,"0,59","1,1","1,9","1,37266548","1,2","0,6156",1,0,"1,05","0,2236","1,1","0,3078"
tempel,1,"1,52177182","2,35","1,42441124","1,15","0,3663","1,2","0,4104","1,25","0,4443","1,05","0,2236"
tempo,"0,4","0,94032469","2,6087","1,19617308","1,6087","0,8913","1,087","0,2881",2,"0,8528","1,1739","0,491"
tendenz,"0,26470588","0,82787876","1,4286","0,97833678","1,1429","0,4781","1,0476","0,2182",1,0,1,0
tenor,"0,85","1,13670808","2,12","1,26885775","1,16","0,4726","1,16","0,4726","1,08","0,4","1,28","0,6782"
teppich,"0,36",1,"1,8571","1,35224681",1,0,"1,1429","0,4781",1,0,"1,0952","0,3008"
terror,"-2,25","1,06992376","1,15","0,67082039","3,65","1,387","2,85","1,5652","3,6","1,3139","1,35","0,7452"
test,"-0,3","1,15950181","1,5","1,10194633","2,0909","1,269","1,3636","0,5811","3,0455","1,2527","1,6364","1,177"
teufel,"-1,95","1,35627198","1,3","0,92338052","1,85","1,3089","1,4","0,7539","2,55","1,6694","1,5","1,1471"
theater,"0,7","0,9486833","3,8","1,00524938","1,3","0,8013","1,4","0,9947","1,05","0,2236",1,0
theke,"0,95","1,19097483","2,08","1,35154233","1,16","0,4726","1,16","0,4726","1,16","0,4726","1,24","0,5972"
thema,"0,15","0,48936048","1,5909","0,90811636","1,4545","0,8004","1,2273","0,6119","1,3182","0,6463","1,2727","0,6311"
therapie,"0,2","1,47572957","2,2857","1,34695424","1,2381","0,539","1,5238","0,8136","1,7143","0,8452","1,0952","0,3008"
thriller,"0,5","1,1785113","2,25","1,33278497","1,5",1,"1,35","0,6708","2,4","1,4654","1,65","1,1821"
thron,1,"0,81649658","2,7083","1,26762931","1,5","0,8341","1,0833","0,2823","1,2917","0,7506","1,25","0,6079"
tiefe,"0,2","1,43636969","1,7273","1,31590339","1,1364","0,4676","1,4091","0,7964","2,4545","1,2239","1,2727","0,6311"
tier,"1,11764706","1,36547707","3,4762","1,24976188","1,7143","0,8452","1,5238","1,0305","1,8095","0,9808","1,5238","0,7496"
tiger,"0,85","1,13670808","3,2381","1,26114083","1,0476","0,2182","1,0952","0,3008","2,1429","1,3887","1,0476","0,2182"
tinte,"0,35","0,67082039","1,8696","1,42396207","1,2609","0,7518","1,3043","0,635","1,1739","0,491","1,2174","0,5184"
tisch,"0,5","0,96","1,5417","1,06236679","1,0833","0,2823",1,0,"1,0417","0,2041",1,0
titel,"0,65","0,8127277","2,36","1,28711564","1,32","0,6272","1,12","0,4397","1,2","0,5774","1,12","0,4397"
toast,"0,6","0,96609178","2,4286","1,39897922","1,0952","0,4364",1,0,1,0,"1,381","0,8047"
toaster,"0,82","1,18","1,9524","1,11696869","1,1905","0,4024",1,0,"1,0476","0,2182","1,0476","0,2182"
tochter,"1,67647059","1,06516717","2,8571","1,35224681","1,0952","0,3008","1,0476","0,2182","1,1429","0,3586",1,0
todfeind,"-2,7","0,67494856",1,0,"3,2381","1,5461","1,6667","1,0646","3,381","1,4992","1,5714","0,7464"
toilette,"-0,68","1,59","1,381","0,97345727","1,1905","0,4024","1,0476","0,2182","1,1429","0,4781","2,7143","1,3093"
toleranz,"2,3","0,9486833","3,65","1,26802789","1,45","0,7592","1,15","0,3663","1,25","0,6387","1,05","0,2236"
tomate,"0,95","1,7","2,65","1,49648711",1,0,1,0,1,0,"1,15","0,3663"
tonfall,0,0,"1,4286","0,87013956","1,5714","0,9258","1,1429","0,3586","1,2857","0,6437","1,0476","0,2182"
tonne,"-0,35","0,8127277","1,3182","0,77988788","1,3636","0,7267","1,0455","0,2132","1,1364","0,4676","1,7727","1,3068"
torheit,"-1,3","0,67494856","1,1905","0,87287156","2,381","1,117","1,2381","0,4364","1,3333","0,5774","1,1429","0,3586"
torpedo,"-1,7","0,9486833","1,381","0,97345727","2,1429","1,2364","1,4286","0,8106","2,3333","1,278","1,4762","0,9808"
torte,"1,6","1,04629673","3,4762","1,32736761","1,1905","0,8729","1,0952","0,4364",1,0,"1,2857","0,7171"
tortur,"-1,65","1,30887658",1,0,"2,95","1,1459","2,25","1,0699","2,95","1,5381","1,75","1,4464"
tote,"-2,6","0,6992059","1,0476","0,21821789","2,381","1,5322","3,7619","1,3749","3,5714","1,2873","2,8571","1,4928"
tourist,"-0,2","1,03279556","2,2857","1,00711753","1,9524","1,244",1,0,"1,0476","0,2182","1,2857","0,9562"
tracht,"-0,6","0,6992059","1,65","1,08942283","1,1","0,3078","1,1","0,3078","1,1","0,3078","1,1","0,4472"
trage,"-0,45","1,09904265","1,1364","0,46756253","1,7727","1,2699","1,7273","0,9847",2,"1,069","1,4091","0,5903"
tragik,"-1,15","1,18210339","1,3","0,92338052","1,95","1,1459","3,1","1,0712","2,2","1,2397","1,05","0,2236"
traktor,"0,27","1,42","1,619","1,28359614","1,2381","0,8891",1,0,"1,0476","0,2182","1,4762","1,0305"
trampel,"-1,2","0,78881064","1,381","0,86464967","2,619","1,117","1,4286","0,8106","1,3333","0,7958","1,4286","0,9783"
trance,"-0,1","0,87559504","1,7","0,97872097","1,25","0,5501","1,05","0,2236","1,75","1,0195","1,3","0,7327"
trÃ¤ne,"-0,6176471","1,74103254","1,3462","0,93561991","1,8846","1,1774","3,6154","1,3587","1,7692","1,0699","1,0769","0,2717"
traube,"1,4","0,75393703","3,25","1,37170658",1,0,1,0,"1,05","0,2236","1,15","0,6708"
